minutesPlayed;appearances;started;goals;totalShots;shotsOnTarget;shotsOffTarget;blockedShots;assists;keyPasses;bigChancesCreated;bigChancesMissed;successfulDribbles;penaltiesWon;penaltiesTaken;penaltyGoals;offsides;tackles;interceptions;clearances;dribbledPast;penaltiesCommitted;fouls;wasFouled;aerialDuelsWon;groundDuelsWon;totalPasses;accuratePasses;accurateFinalThirdPasses;accurateLongBalls;accurateCrosses;possessionLost;dispossessed;yellowCards;redCards;tm_id;ss_id;season_origen;season_futuro_id;tipo_dato
2094;24;24;3;47;14;22;11;1;17;4;5;7;1;0;0;9;40;22;42;23;1;48;34;56;77;909;711;173;75;1;241;8;8;1;250437;589448;2019_2020;27096;futuro_real
918;27;7;3;26;11;7;8;2;13;0;2;8;0;0;0;24;9;3;5;5;0;32;22;11;38;211;160;65;9;7;124;17;4;0;250482;805353;2019_2020;27096;futuro_real
945;16;10;0;3;0;2;1;0;8;0;0;3;0;0;0;1;27;10;16;10;1;18;5;19;34;509;421;108;31;2;125;8;4;1;250737;805065;2019_2020;27096;futuro_real
1615;19;19;1;8;2;5;1;0;3;0;3;2;0;0;0;0;25;25;67;11;0;25;12;37;39;487;347;34;70;0;154;2;2;0;250915;358194;2019_2020;27096;futuro_real
1609;24;16;0;6;1;5;0;3;18;2;0;4;0;0;0;0;44;24;31;22;0;44;18;19;65;546;419;112;55;1;159;8;6;0;250929;883298;2019_2020;27096;futuro_real
471;6;5;0;9;2;3;4;1;2;0;1;9;0;0;0;1;4;1;2;2;0;9;4;16;17;83;57;24;1;1;62;6;1;0;252209;368422;2019_2020;27096;futuro_real
1384;18;16;0;1;0;1;0;0;8;0;0;0;1;0;0;1;13;17;35;14;0;18;11;7;24;377;276;70;33;5;167;4;5;0;260093;882838;2019_2020;27096;futuro_real
1849;22;20;1;6;4;1;1;0;0;0;0;6;0;0;0;1;15;34;111;9;1;22;13;54;31;713;546;52;78;0;186;3;3;0;260318;338883;2019_2020;27096;futuro_real
1817;25;22;4;36;9;21;6;6;38;5;4;25;0;0;0;15;13;12;9;15;0;15;24;25;62;682;533;236;15;25;336;30;4;0;267721;789878;2019_2020;27096;futuro_real
1702;20;20;3;30;14;12;4;4;19;7;2;36;1;0;0;3;22;17;4;21;0;15;33;5;89;589;452;173;23;14;263;26;5;0;268806;924877;2019_2020;27096;futuro_real
1555;19;18;1;14;5;6;3;0;8;0;0;4;0;0;0;1;55;37;45;20;0;35;26;21;83;452;327;87;46;6;226;12;7;0;271676;590468;2019_2020;27096;futuro_real
745;15;8;1;18;6;6;6;0;18;0;0;14;1;1;1;4;7;5;1;3;0;13;20;4;40;333;269;108;9;16;141;11;4;0;279387;339475;2019_2020;27096;futuro_real
1193;21;12;3;23;8;5;10;1;15;0;2;15;0;0;0;4;9;6;6;8;0;20;23;16;46;252;175;84;6;2;199;28;1;1;284162;790029;2019_2020;27096;futuro_real
2478;29;28;1;33;9;12;12;5;30;1;6;13;0;0;0;8;57;58;44;25;1;47;43;25;113;804;622;172;29;30;379;33;8;0;292729;384658;2019_2020;27096;futuro_real
831;12;10;0;2;0;2;0;0;1;0;0;4;0;0;0;0;7;17;36;2;1;15;14;28;24;437;359;20;41;0;85;1;2;1;30543;13527;2019_2020;27096;futuro_real
858;15;10;1;23;8;11;4;1;12;3;3;17;0;0;0;3;9;2;7;10;0;13;23;6;49;277;203;97;15;7;149;17;1;0;325696;805056;2019_2020;27096;futuro_real
1234;22;15;10;29;16;10;3;0;12;2;5;30;3;5;5;6;1;2;13;3;1;40;28;28;56;202;154;83;7;2;156;33;5;1;330169;805451;2019_2020;27096;futuro_real
532;10;7;0;1;0;1;0;0;1;0;0;4;0;0;0;0;6;4;7;3;0;9;11;5;21;237;203;24;20;0;51;1;3;0;330690;805068;2019_2020;27096;futuro_real
329;5;5;0;0;0;0;0;0;2;0;0;2;0;0;0;1;7;4;4;3;1;6;4;2;13;84;61;21;9;0;48;5;2;0;330691;339481;2019_2020;27096;futuro_real
1148;21;9;3;14;7;6;1;2;28;4;2;33;2;0;0;1;15;4;4;4;0;18;57;3;105;333;253;127;10;7;213;27;1;0;331818;805332;2019_2020;27096;futuro_real
2059;24;24;1;17;3;8;6;1;19;3;2;9;0;0;0;1;42;34;37;7;0;31;26;40;77;871;717;228;31;13;267;17;9;0;333025;805261;2019_2020;27096;futuro_real
864;14;8;3;17;4;9;4;3;28;4;0;9;0;1;1;9;9;3;0;6;0;6;16;5;33;387;298;127;19;17;165;19;4;0;334104;805267;2019_2020;27096;futuro_real
1779;25;20;0;12;4;6;2;1;15;2;1;13;0;0;0;0;37;31;9;16;1;53;40;24;88;888;740;213;68;2;214;19;5;0;335217;883397;2019_2020;27096;futuro_real
576;18;3;2;10;3;7;0;0;8;0;2;5;0;0;0;5;8;5;8;2;1;12;15;12;25;180;115;46;2;3;120;9;3;0;335720;876943;2019_2020;27096;futuro_real
597;8;7;1;7;2;4;1;0;2;1;1;0;0;0;0;0;11;14;20;6;0;15;2;17;12;203;145;16;25;0;63;0;2;0;338977;883406;2019_2020;27096;futuro_real
2152;26;25;0;6;3;2;1;1;21;3;1;6;0;0;0;1;41;32;19;14;0;56;25;11;72;571;443;96;38;6;164;12;7;0;351561;831183;2019_2020;27096;futuro_real
1960;22;23;2;13;5;6;2;1;7;2;0;2;0;0;0;2;26;36;100;7;0;16;17;41;43;777;645;53;80;1;158;4;2;0;353196;886579;2019_2020;27096;futuro_real
621;12;7;2;18;4;12;2;0;3;0;3;10;2;0;0;2;8;3;6;5;0;11;13;3;30;159;134;44;1;1;70;11;2;0;357124;805366;2019_2020;27096;futuro_real
1410;20;16;2;14;2;9;3;0;13;1;0;5;0;0;0;2;16;11;17;7;1;37;16;17;36;439;362;80;27;3;122;12;8;0;375353;1131302;2019_2020;27096;futuro_real
515;7;6;1;4;2;1;1;2;5;0;0;6;0;0;0;3;6;4;3;8;0;9;16;3;28;139;117;33;8;1;59;11;1;0;383611;831182;2019_2020;27096;futuro_real
584;8;8;0;3;0;3;0;0;3;1;0;1;0;0;0;0;7;10;7;5;0;8;7;9;13;262;196;60;23;6;107;6;2;1;390609;868711;2019_2020;27096;futuro_real
287;9;2;0;1;0;0;1;0;7;0;0;2;0;0;0;2;6;2;4;1;0;8;1;3;9;116;91;34;9;3;51;5;1;0;420869;883338;2019_2020;27096;futuro_real
1623;22;18;7;57;18;26;13;5;43;6;3;15;1;0;0;2;17;14;8;12;0;15;20;8;52;393;280;119;22;38;263;21;0;0;422934;876931;2019_2020;27096;futuro_real
1228;19;14;0;12;6;1;5;1;16;1;3;7;0;0;0;4;14;14;11;14;0;22;11;11;30;621;503;99;21;8;160;6;7;0;434192;883768;2019_2020;27096;futuro_real
405;6;4;0;0;0;0;0;0;1;0;0;1;0;0;0;0;4;5;5;4;0;3;10;3;14;159;115;22;8;0;58;2;0;0;434562;883279;2019_2020;27096;futuro_real
619;14;7;0;23;7;10;6;2;14;3;0;7;0;0;0;0;9;2;1;2;0;14;9;3;25;224;166;51;17;7;133;18;1;0;440005;892548;2019_2020;27096;futuro_real
344;7;5;0;0;0;0;0;1;1;0;0;1;0;0;0;0;11;3;5;7;1;7;2;4;14;177;142;32;14;0;56;1;1;0;443987;883743;2019_2020;27096;futuro_real
582;10;7;0;3;2;0;1;0;2;0;0;1;0;0;0;0;18;5;8;7;0;14;6;15;24;231;153;56;15;5;107;0;1;0;44603;26874;2019_2020;27096;futuro_real
1908;27;20;4;23;10;9;4;3;23;4;1;29;0;0;0;3;44;28;31;23;0;38;25;19;96;573;413;124;25;8;342;35;4;0;447934;882837;2019_2020;27096;futuro_real
610;20;2;1;11;4;5;2;1;14;2;1;10;0;0;0;1;17;10;3;14;0;12;9;1;36;447;380;133;16;7;113;11;2;2;453044;846808;2019_2020;27096;futuro_real
1188;18;14;8;45;21;11;13;1;19;2;1;17;0;1;1;6;14;8;6;3;0;16;22;6;53;326;260;107;7;6;158;27;1;0;458461;1020999;2019_2020;27096;futuro_real
30;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;2;1;1;2;7;4;1;0;0;6;0;0;0;470023;873706;2019_2020;27096;futuro_real
917;18;11;0;9;3;5;1;0;9;0;2;12;1;0;0;1;30;17;13;14;0;32;17;12;59;349;292;76;19;5;111;13;3;2;473579;876928;2019_2020;27096;futuro_real
758;14;7;0;7;4;2;1;0;8;0;2;10;0;0;0;1;21;18;11;5;0;16;9;5;40;367;294;83;20;3;127;5;3;1;477378;883396;2019_2020;27096;futuro_real
1798;21;22;11;42;21;17;4;0;8;1;3;6;0;4;4;27;12;1;23;6;0;11;19;47;36;337;251;90;8;0;176;24;3;0;477383;883388;2019_2020;27096;futuro_real
1750;20;20;2;17;4;11;2;3;7;3;1;24;0;0;0;0;37;39;78;9;3;33;22;50;80;864;662;73;105;0;231;8;3;1;482452;922007;2019_2020;27096;futuro_real
738;22;7;3;21;6;7;8;0;7;1;3;3;1;0;0;2;6;5;8;4;0;20;20;25;29;159;112;46;3;1;93;8;2;0;483715;883812;2019_2020;27096;futuro_real
1863;27;20;0;8;1;3;4;3;11;3;0;11;0;0;0;1;58;37;34;24;0;65;32;32;101;825;653;125;78;3;228;18;6;1;486265;882839;2019_2020;27096;futuro_real
2114;24;25;3;46;16;22;8;2;48;5;3;36;0;2;1;2;46;29;10;34;1;27;65;24;147;1247;988;369;99;18;448;48;1;0;490717;924783;2019_2020;27096;futuro_real
1829;23;20;0;7;0;3;4;1;16;1;0;1;0;0;0;0;39;60;52;25;0;31;20;25;59;682;488;85;45;6;338;5;4;0;501586;877910;2019_2020;27096;futuro_real
393;11;4;0;7;2;2;3;1;4;0;1;12;0;0;0;6;15;2;0;4;0;16;9;2;36;156;115;47;2;4;105;10;1;1;501653;874983;2019_2020;27096;futuro_real
697;13;8;4;8;6;2;0;1;7;1;2;1;2;2;2;6;4;2;5;0;0;11;16;45;20;168;108;46;2;0;82;4;0;0;51225;35621;2019_2020;27096;futuro_real
717;15;8;1;17;5;6;6;1;6;0;0;2;0;0;0;0;16;20;23;7;1;17;4;7;22;226;140;37;16;5;141;4;1;1;515413;874981;2019_2020;27096;futuro_real
178;3;2;0;0;0;0;0;0;5;0;0;0;0;0;0;1;1;0;1;0;0;3;6;1;7;76;62;16;6;3;32;5;1;0;52358;19110;2019_2020;27096;futuro_real
1980;23;24;6;59;23;21;15;8;48;4;2;16;1;2;2;1;11;9;4;12;0;24;55;9;82;717;509;226;56;33;391;25;3;0;54594;790020;2019_2020;27096;futuro_real
999;19;9;2;30;11;13;6;1;23;3;3;23;0;0;0;1;10;5;1;13;0;26;38;12;71;382;313;91;12;6;163;15;3;1;54934;868724;2019_2020;27096;futuro_real
713;9;9;0;7;2;5;0;0;0;0;2;3;0;0;0;1;12;15;18;3;1;19;11;18;26;333;244;44;32;0;123;7;1;1;56004;590448;2019_2020;27096;futuro_real
206;9;1;0;8;4;4;0;0;0;0;0;4;0;0;0;2;0;0;2;3;0;9;4;2;8;52;43;8;1;0;23;8;1;0;563397;922874;2019_2020;27096;futuro_real
643;10;9;1;5;1;3;1;0;0;0;0;0;0;0;0;0;13;14;2;2;0;19;8;8;21;386;345;36;19;0;50;2;3;1;582303;924782;2019_2020;27096;futuro_real
1976;24;24;0;16;5;7;4;1;11;2;2;8;0;0;0;0;36;33;32;23;0;24;16;16;59;1061;905;126;85;0;195;12;3;0;582318;924923;2019_2020;27096;futuro_real
978;14;12;0;3;0;2;1;0;2;0;1;2;0;0;0;0;29;24;42;5;1;19;4;14;35;428;364;28;35;0;69;3;3;1;59947;38516;2019_2020;27096;futuro_real
558;15;7;0;5;0;3;2;0;2;0;0;8;0;0;0;0;13;7;2;10;0;8;23;11;43;298;232;82;24;1;116;11;2;0;601307;941867;2019_2020;27096;futuro_real
973;12;12;2;15;6;7;2;0;5;1;0;3;1;0;0;0;9;24;56;4;1;16;14;23;26;406;284;36;60;2;154;1;3;1;63183;24651;2019_2020;27096;futuro_real
741;10;9;2;15;3;7;5;1;12;4;2;17;0;2;2;5;5;6;1;4;0;26;37;6;58;155;120;43;6;5;109;13;2;0;63451;26176;2019_2020;27096;futuro_real
241;9;2;1;7;0;4;3;0;1;0;0;2;0;0;0;2;3;1;1;0;0;12;5;4;10;81;54;17;2;1;46;6;4;1;641820;933730;2019_2020;27096;futuro_real
450;5;5;0;2;0;2;0;0;0;0;0;0;0;0;0;0;8;4;14;3;1;8;1;4;9;134;97;14;19;0;39;1;4;0;653365;804780;2019_2020;27096;futuro_real
400;5;5;0;2;0;0;2;0;5;0;0;3;0;0;0;1;12;6;5;7;0;6;8;4;23;189;156;17;10;1;45;4;1;0;653482;975238;2019_2020;27096;futuro_real
1234;18;13;0;2;0;2;0;0;9;0;0;5;0;0;0;1;52;33;21;15;1;22;24;11;81;445;340;81;16;3;208;14;0;0;653484;975241;2019_2020;27096;futuro_real
104;5;1;0;1;0;1;0;0;1;0;1;3;0;0;0;0;1;0;0;2;0;2;2;1;6;43;34;14;0;0;18;1;0;0;653691;976161;2019_2020;27096;futuro_real
848;10;10;0;4;0;4;0;0;4;0;0;4;0;0;0;0;20;14;13;14;0;23;8;10;32;339;257;64;20;4;150;11;3;0;656061;977086;2019_2020;27096;futuro_real
732;17;9;1;22;7;10;5;4;18;4;1;14;0;0;0;1;8;4;3;6;0;5;17;1;39;305;240;84;22;10;147;15;0;0;68542;83700;2019_2020;27096;futuro_real
927;22;11;2;23;7;12;4;1;3;1;2;1;0;1;1;10;4;3;16;3;0;26;12;38;17;198;120;40;3;0;108;10;5;0;68910;45882;2019_2020;27096;futuro_real
906;12;10;0;10;1;6;3;0;3;0;2;1;0;0;0;1;1;5;39;2;1;7;2;15;4;349;257;47;53;0;101;4;3;0;72659;33985;2019_2020;27096;futuro_real
360;4;4;0;6;1;3;2;0;0;0;3;2;0;0;0;0;4;3;18;4;0;4;1;9;7;133;100;15;32;0;35;0;1;0;72673;883342;2019_2020;27096;futuro_real
1650;21;19;1;17;7;6;4;5;26;4;1;16;0;0;0;0;36;21;14;12;1;33;48;35;100;811;629;205;55;10;276;27;3;0;72680;13532;2019_2020;27096;futuro_real
1376;23;15;0;20;6;11;3;4;30;5;2;27;0;0;0;3;17;6;5;10;0;7;27;5;71;410;291;128;16;27;287;17;0;0;72684;960217;2019_2020;27096;futuro_real
2239;26;25;1;16;4;5;7;1;17;0;2;14;0;0;0;0;60;44;23;22;0;46;18;22;91;1482;1304;279;116;4;240;19;4;0;72969;34016;2019_2020;27096;futuro_real
2224;25;27;0;15;1;7;7;3;31;4;0;31;0;0;0;1;28;32;30;13;0;26;28;17;87;844;648;148;49;22;323;10;5;0;72971;26172;2019_2020;27096;futuro_real
1933;27;23;4;39;12;18;9;1;32;4;2;17;0;2;2;2;29;13;15;23;0;43;50;19;96;1083;866;338;70;16;365;41;2;1;73705;249599;2019_2020;27096;futuro_real
683;12;8;1;19;6;7;6;0;8;0;0;15;0;0;0;2;11;1;5;7;0;8;22;12;48;269;210;45;21;6;117;20;2;0;73780;38171;2019_2020;27096;futuro_real
1559;19;19;3;28;8;18;2;0;13;1;4;11;0;0;0;1;26;18;30;15;0;36;30;26;67;535;429;115;38;2;188;15;5;1;74521;73331;2019_2020;27096;futuro_real
1833;22;20;0;18;6;8;4;1;4;1;2;6;0;0;0;0;32;22;61;12;0;22;24;59;59;950;797;89;55;2;185;8;7;1;76717;249305;2019_2020;27096;futuro_real
1623;19;18;0;20;2;13;5;0;8;2;0;11;0;0;0;0;26;27;23;18;0;41;40;29;75;861;709;122;55;1;192;13;8;1;78023;123245;2019_2020;27096;futuro_real
1698;23;18;1;10;3;3;4;2;12;1;0;17;0;0;0;0;28;29;51;6;0;18;8;16;53;688;541;124;41;7;239;12;3;1;82566;38020;2019_2020;27096;futuro_real
799;15;9;2;15;5;8;2;0;16;2;2;5;0;0;0;3;5;4;4;6;0;8;5;9;13;331;241;75;17;13;153;8;1;0;82567;47397;2019_2020;27096;futuro_real
1717;20;18;0;12;3;5;4;0;4;0;0;2;0;0;0;2;23;36;81;8;1;4;4;20;28;889;721;38;79;0;177;1;0;0;82570;924643;2019_2020;27096;futuro_real
948;11;12;1;7;3;3;1;1;4;0;0;2;0;0;0;0;12;20;43;1;0;14;10;24;21;347;276;30;38;0;83;2;1;1;82585;38017;2019_2020;27096;futuro_real
1198;24;14;5;37;13;17;7;2;19;4;7;14;0;0;0;30;8;2;7;4;0;23;29;32;47;438;342;152;7;4;175;16;2;0;82589;133862;2019_2020;27096;futuro_real
1835;22;23;3;33;12;13;8;0;29;4;0;13;0;0;0;1;34;26;38;10;0;23;16;18;63;584;443;130;67;26;247;6;1;1;84349;47413;2019_2020;27096;futuro_real
985;12;11;1;2;0;1;1;0;0;0;0;1;0;0;0;1;6;14;33;3;0;19;8;14;14;610;512;72;48;0;117;4;4;1;84506;47439;2019_2020;27096;futuro_real
1883;21;22;0;7;0;6;1;0;5;1;2;2;0;0;0;1;28;28;90;9;0;16;14;44;41;874;670;75;98;0;229;3;5;0;88042;805231;2019_2020;27096;futuro_real
1298;15;17;3;12;6;5;1;1;2;0;1;0;0;0;0;2;23;45;66;11;1;22;12;33;34;468;378;34;47;0;106;2;9;1;89576;819124;2019_2020;27096;futuro_real
695;20;6;3;25;12;7;6;1;9;3;2;0;0;0;0;5;5;3;4;1;0;16;11;24;14;199;127;60;2;0;117;14;3;0;90083;974455;2019_2020;27096;futuro_real
1054;19;11;4;37;18;12;7;3;11;3;5;6;0;0;0;7;9;0;15;1;0;38;18;52;32;225;146;60;5;2;132;13;2;0;94364;946014;2019_2020;27096;futuro_real
1230;17;16;0;11;1;7;3;0;7;0;2;3;0;0;0;2;24;28;45;22;0;18;11;30;37;517;347;55;76;2;186;4;2;0;94735;311734;2019_2020;27096;futuro_real
576;17;6;4;18;8;8;2;1;9;0;4;3;0;3;2;7;3;0;4;3;0;13;20;7;25;159;119;52;4;0;69;6;0;0;94761;883299;2019_2020;27096;futuro_real
1342;16;16;2;11;5;5;1;0;13;5;0;8;1;0;0;4;17;14;31;11;0;18;18;31;43;679;561;117;67;9;189;11;1;0;94877;106371;2019_2020;27096;futuro_real
1193;20;12;1;12;3;5;4;0;13;2;0;3;0;0;0;0;16;16;9;13;0;17;7;11;26;535;436;107;29;1;130;8;2;0;95852;123238;2019_2020;27096;futuro_real
1352;23;15;0;5;1;3;1;1;4;1;0;0;0;0;0;0;10;25;55;6;0;14;15;32;23;648;546;42;54;4;116;2;2;0;100497;46980;2020_2021;35813;futuro_real
1347;24;17;4;24;12;5;7;1;13;2;1;12;0;2;1;0;29;23;14;12;0;25;14;10;55;840;666;153;104;10;245;8;2;0;106283;220935;2020_2021;35813;futuro_real
608;16;6;0;6;1;3;2;2;12;0;0;2;0;0;0;0;18;7;5;7;0;11;27;4;47;339;243;90;24;2;126;8;1;1;108331;47449;2020_2021;35813;futuro_real
653;11;7;0;14;2;9;3;1;6;0;1;6;0;0;0;1;3;1;3;4;0;6;13;1;22;273;228;84;12;4;88;7;1;1;119365;882851;2020_2021;35813;futuro_real
1020;14;12;3;25;10;13;2;2;11;1;4;2;1;1;0;7;4;4;24;4;0;26;12;19;18;254;166;62;11;0;128;12;3;1;120964;578352;2020_2021;35813;futuro_real
1871;22;21;2;8;2;4;2;1;4;0;0;2;0;0;0;0;35;46;89;14;2;19;11;36;46;813;660;72;73;1;192;7;7;0;140003;339523;2020_2021;35813;futuro_real
1642;21;19;3;23;6;12;5;2;23;4;0;12;0;3;3;0;19;13;28;16;0;20;19;15;50;912;732;130;79;14;252;13;5;0;146822;339169;2020_2021;35813;futuro_real
1314;25;15;3;41;13;22;6;3;36;5;3;5;0;2;2;13;7;1;9;3;0;21;18;61;29;484;359;181;15;5;221;28;2;0;155041;123904;2020_2021;35813;futuro_real
1609;20;18;1;22;6;12;4;2;27;0;2;6;0;0;0;3;21;18;34;14;0;21;21;10;48;615;483;133;68;23;280;12;3;1;169992;786311;2020_2021;35813;futuro_real
937;15;9;2;6;3;1;2;3;5;3;0;5;0;0;0;0;7;4;3;0;0;11;18;10;30;326;275;99;10;6;116;16;0;0;176400;220931;2020_2021;35813;futuro_real
1652;19;19;2;9;3;4;2;1;9;1;0;8;0;0;0;0;28;34;71;15;1;22;14;58;50;925;701;105;116;2;264;8;6;1;187161;560054;2020_2021;35813;futuro_real
1227;16;15;2;20;8;6;6;1;11;2;2;4;0;0;0;4;20;11;15;8;0;15;17;14;41;419;334;70;37;2;147;13;0;0;189283;220921;2020_2021;35813;futuro_real
1540;20;17;3;26;8;6;12;5;77;6;0;43;1;1;1;1;29;15;3;12;0;15;16;3;88;935;723;275;95;49;399;37;1;0;194999;248059;2020_2021;35813;futuro_real
590;7;7;1;3;2;0;1;0;4;0;0;1;0;0;0;1;10;21;12;2;1;12;10;3;21;246;186;48;35;7;101;3;4;0;195858;826377;2020_2021;35813;futuro_real
1751;22;20;9;67;25;26;16;7;50;6;2;31;1;2;2;3;20;14;22;16;0;35;63;21;114;717;475;263;59;37;477;49;2;0;196037;340077;2020_2021;35813;futuro_real
841;14;9;0;1;0;0;1;1;3;1;0;3;0;0;0;1;12;19;26;6;0;14;10;18;24;348;255;27;46;0;108;3;2;0;201043;358202;2020_2021;35813;futuro_real
2186;25;25;12;35;21;8;6;10;52;10;2;26;2;7;5;0;31;15;3;18;0;17;57;7;113;716;518;195;60;54;476;44;4;1;202906;339657;2020_2021;35813;futuro_real
2351;26;27;7;55;23;18;14;1;40;3;5;17;0;2;1;6;23;10;33;13;0;24;30;17;70;1206;968;307;103;40;422;30;3;0;207246;249403;2020_2021;35813;futuro_real
708;23;5;4;16;5;8;3;3;12;3;2;1;0;0;0;8;14;3;4;7;0;24;29;19;44;235;184;72;5;3;98;15;3;0;208714;832001;2020_2021;35813;futuro_real
1178;20;12;9;39;18;16;5;4;33;4;5;8;2;8;7;7;19;8;1;8;0;15;29;1;55;470;374;157;31;30;254;16;3;0;212434;830663;2020_2021;35813;futuro_real
1421;18;16;1;29;7;17;5;0;6;0;1;3;0;0;0;1;26;16;47;15;1;57;26;72;53;607;447;96;61;2;185;6;9;0;214719;220929;2020_2021;35813;futuro_real
1098;16;12;1;14;4;9;1;1;11;1;0;3;0;0;0;2;13;14;7;5;0;7;6;21;22;303;224;73;15;6;138;2;1;0;224670;339177;2020_2021;35813;futuro_real
692;17;5;2;16;5;7;4;1;7;0;0;6;0;0;0;0;15;4;2;12;0;24;15;2;36;282;209;62;23;9;159;16;5;0;235508;982178;2020_2021;35813;futuro_real
1328;18;18;2;6;3;1;2;1;8;2;0;14;1;0;0;2;33;29;28;16;0;27;17;5;64;518;373;102;34;7;238;11;9;1;250004;312270;2020_2021;35813;futuro_real
1469;22;16;11;45;23;14;8;3;18;2;3;16;1;0;0;30;9;5;3;7;0;42;34;13;59;316;227;89;13;2;194;18;3;0;250482;805353;2020_2021;35813;futuro_real
1134;17;13;0;8;2;6;0;1;5;0;1;2;0;0;0;1;19;18;47;2;2;16;7;25;28;576;472;44;65;3;110;0;3;1;250915;358194;2020_2021;35813;futuro_real
1207;18;13;8;52;16;24;12;1;10;2;5;16;2;2;2;9;10;4;16;9;0;21;20;36;46;284;191;112;7;3;156;10;4;1;267638;790008;2020_2021;35813;futuro_real
1353;19;15;0;10;5;5;0;1;8;4;0;11;0;0;0;3;40;31;22;11;0;38;22;26;72;565;455;128;35;9;208;14;9;0;271676;590468;2020_2021;35813;futuro_real
935;15;11;4;22;8;9;5;1;15;1;2;12;0;0;0;12;19;8;8;9;0;23;23;25;54;211;143;71;5;2;139;14;2;0;275266;339171;2020_2021;35813;futuro_real
1580;22;17;1;4;1;3;0;0;7;1;1;1;0;0;0;0;38;43;64;10;1;35;12;34;50;524;370;67;46;3;189;4;7;0;279380;883343;2020_2021;35813;futuro_real
213;5;3;1;2;1;0;1;0;1;1;0;1;0;1;1;0;1;4;1;2;0;4;6;0;8;75;54;19;1;2;43;4;0;0;279387;339475;2020_2021;35813;futuro_real
911;12;10;0;12;4;4;4;1;12;0;1;8;0;0;0;2;25;15;14;3;0;12;21;13;53;256;201;48;7;17;143;13;3;0;292729;384658;2020_2021;35813;futuro_real
640;8;8;0;0;0;0;0;1;1;1;0;0;0;0;0;0;7;23;37;0;0;6;9;13;16;154;115;12;15;0;44;2;0;0;30543;13527;2020_2021;35813;futuro_real
1067;14;12;0;6;3;2;1;0;10;0;1;8;0;0;0;0;19;33;22;6;0;19;14;21;40;414;273;94;30;8;207;2;2;1;320749;385418;2020_2021;35813;futuro_real
1261;19;15;0;13;3;9;1;1;7;1;0;22;0;0;0;4;17;2;4;8;0;33;29;57;68;341;254;90;10;4;253;30;3;2;325591;875662;2020_2021;35813;futuro_real
1346;21;15;3;39;18;17;4;5;26;4;8;21;1;0;0;10;12;2;15;4;0;30;28;24;61;328;242;114;6;1;177;31;2;0;325726;846366;2020_2021;35813;futuro_real
960;20;9;3;31;8;14;9;0;9;0;2;16;0;1;0;4;3;1;8;0;0;19;32;17;51;180;127;54;7;1;151;30;1;0;330169;805451;2020_2021;35813;futuro_real
1369;17;16;0;5;2;0;3;1;11;0;0;2;0;0;0;0;26;13;15;9;0;26;10;18;38;449;347;80;33;3;127;7;4;0;330690;805068;2020_2021;35813;futuro_real
1434;17;16;0;7;2;3;2;1;7;2;0;0;0;0;0;3;24;32;50;11;0;30;3;27;27;629;426;85;95;4;225;4;3;0;338977;883406;2020_2021;35813;futuro_real
369;5;4;0;0;0;0;0;0;0;0;0;1;0;0;0;0;5;6;6;2;1;3;5;7;11;248;211;18;18;0;47;2;0;0;352344;876926;2020_2021;35813;futuro_real
462;15;4;0;11;2;5;4;0;5;0;1;5;1;0;0;4;4;4;4;1;0;11;11;7;20;125;95;26;2;2;64;5;1;0;357124;805366;2020_2021;35813;futuro_real
1312;18;14;1;18;3;4;11;3;38;3;0;2;0;0;0;1;20;19;14;11;0;18;27;14;49;774;610;168;79;28;247;8;6;0;35805;20820;2020_2021;35813;futuro_real
795;14;13;0;6;0;4;2;0;0;0;0;1;0;0;0;1;28;21;7;11;1;12;21;10;50;369;283;50;26;0;111;6;2;0;366028;826376;2020_2021;35813;futuro_real
996;14;12;0;3;1;2;0;0;4;1;0;2;0;0;0;2;29;14;15;4;0;20;24;5;55;377;280;63;26;4;157;4;6;0;368844;924924;2020_2021;35813;futuro_real
1141;14;13;0;9;1;4;4;0;3;0;0;5;0;0;0;1;15;23;49;4;1;14;16;36;35;505;402;34;69;0;123;3;5;0;375178;805270;2020_2021;35813;futuro_real
916;18;10;3;34;11;14;9;2;26;2;1;8;0;0;0;0;18;9;3;6;0;29;34;7;60;433;311;130;37;9;227;22;4;1;375364;805259;2020_2021;35813;futuro_real
1174;15;14;0;5;0;3;2;1;10;1;0;4;0;0;0;3;17;26;16;7;0;8;8;15;29;446;324;63;30;7;210;10;1;2;390609;868711;2020_2021;35813;futuro_real
187;6;1;1;5;3;1;1;1;1;1;0;1;0;0;0;1;6;3;0;1;0;1;5;1;12;85;69;26;0;2;30;4;0;0;398023;836280;2020_2021;35813;futuro_real
1854;21;22;5;21;8;10;3;0;2;0;0;5;0;1;1;0;43;41;91;20;1;25;20;46;66;724;530;54;84;1;245;5;4;1;409092;926640;2020_2021;35813;futuro_real
815;16;8;2;8;3;3;2;0;7;0;0;7;1;0;0;0;16;20;12;8;0;16;16;4;39;363;296;84;26;5;127;14;0;1;422855;883329;2020_2021;35813;futuro_real
1806;21;20;7;55;21;26;8;3;38;4;2;27;1;0;0;2;11;21;6;6;0;17;31;10;69;801;605;252;71;28;413;35;1;0;422934;876931;2020_2021;35813;futuro_real
